job_id,salary_in_usd,salary_in_gbp
job_2238,225000,179392
job_2239,156400,124697
job_2240,297300,237037
job_2241,198200,158025
job_2242,192000,153081
job_2243,164000,130757
job_2244,168000,133946
job_2245,112000,89297
job_2246,204500,163048
job_2247,142200,113376
job_2248,253430,202059
job_2249,212780,169649
job_2250,190000,151487
job_2251,152000,121189
job_2252,265800,211922
job_2253,165500,131953
job_2254,193000,153879
job_2255,134000,106838
job_2256,180000,143514
job_2257,150000,119595
job_2258,120681,96219
job_2259,72409,57731
job_2260,180000,143514
job_2261,139750,111422
job_2262,222200,177160
job_2263,136000,108432
job_2264,254000,202514
job_2265,200000,159460
job_2266,260000,207298
job_2267,192000,153081
job_2268,272290,217097
job_2269,169374,135042
job_2270,195000,155473
job_2271,204500,163048
job_2272,142200,113376
job_2273,17000,13554
job_2274,181500,144710
job_2275,112200,89457
job_2276,204500,163048
job_2277,142200,113376
job_2278,180000,143514
job_2279,162000,129162
job_2280,150000,119595
job_2281,100000,79730
job_2282,250500,199723
job_2283,166600,132830
job_2284,247500,197331
job_2285,172200,137295
job_2286,247500,197331
job_2287,172200,137295
job_2288,223290,178029
job_2289,131310,104693
job_2290,44753,35364
job_2291,35000,27905
job_2292,53984,42840
job_2293,226600,180668
job_2294,140100,111701
job_2295,204500,163048
job_2296,142200,113376
job_2297,220000,175406
job_2298,140000,111622
job_2299,204600,163127
job_2300,126500,100858
job_2301,135960,108401
job_2302,70960,56576
job_2303,128750,102652
job_2304,86250,68767
job_2305,110736,68767
job_2306,92280,68767
job_2307,131000,104446
job_2308,88000,70162
job_2309,185100,147580
job_2310,133300,106280
job_2311,180000,143514
job_2312,150000,119595
job_2313,90000,71757
job_2314,75000,59797
job_2315,130000,103649
job_2316,73824,103649
job_2317,61520,103649
job_2318,115500,92088
job_2319,73500,58601
job_2320,125000,99662
job_2321,85000,67770
job_2322,80000,63784
job_2323,70000,55811
job_2324,260000,207298
job_2325,160000,127568
job_2326,105000,83716
job_2327,80000,63784
job_2328,150000,119595
job_2329,95000,75743
job_2330,204750,163247
job_2331,153550,122425
job_2332,150000,119595
job_2333,120000,95676
job_2334,150000,119595
job_2335,110000,87703
job_2336,200000,159460
job_2337,141000,112419
job_2338,230000,183379
job_2339,175000,139527
job_2340,150000,119595
job_2341,120000,95676
job_2342,207611,165528
job_2343,127876,101955
job_2344,175000,139527
job_2345,135000,107635
job_2346,100000,79730
job_2347,75000,59797
job_2348,170000,135541
job_2349,144500,115209
job_2350,204500,163048
job_2351,142200,113376
job_2352,255360,203598
job_2353,212800,169665
job_2354,170000,135541
job_2355,100000,79730
job_2356,106400,84832
job_2357,81800,65219
job_2358,130000,103649
job_2359,69139,55124
job_2360,100631,80233
job_2361,80505,64186
job_2362,300105,239274
job_2363,151090,120464
job_2364,217600,173492
job_2365,145000,115608
job_2366,79976,115608
job_2367,55368,115608
job_2368,129000,102851
job_2369,110000,87703
job_2370,185000,147500
job_2371,50000,39865
job_2372,210000,167433
job_2373,108000,86108
job_2374,80000,63784
job_2375,59500,47439
job_2376,250000,199325
job_2377,173400,138251
job_2378,215000,171419
job_2379,153000,121987
job_2380,210398,121987
job_2381,147648,121987
job_2382,105000,83716
job_2383,75000,59797
job_2384,60000,47838
job_2385,54000,43054
job_2386,202000,161054
job_2387,132000,105243
job_2388,185900,148218
job_2389,129300,103091
job_2390,204500,163048
job_2391,142200,113376
job_2392,73824,113376
job_2393,61520,113376
job_2394,316000,251947
job_2395,202000,161054
job_2396,81206,161054
job_2397,330000,263109
job_2398,188000,149892
job_2399,140000,111622
job_2400,110000,87703
job_2401,190000,151487
job_2402,170000,135541
job_2403,180000,143514
job_2404,162000,129162
job_2405,150000,119595
job_2406,125000,99662
job_2407,140000,111622
job_2408,105000,83716
job_2409,90000,71757
job_2410,73000,58202
job_2411,145000,115608
job_2412,115000,91689
job_2413,145000,115608
job_2414,130000,103649
job_2415,204500,163048
job_2416,142200,113376
job_2417,150000,119595
job_2418,135000,107635
job_2419,247500,197331
job_2420,172200,137295
job_2421,329500,262710
job_2422,269600,214952
job_2423,225000,179392
job_2424,156400,124697
job_2425,190000,151487
job_2426,170000,135541
job_2427,185900,148218
job_2428,129300,103091
job_2429,80000,63784
job_2430,70000,55811
job_2431,204500,163048
job_2432,138900,110745
job_2433,204500,163048
job_2434,142200,113376
job_2435,115500,92088
job_2436,73500,58601
job_2437,146000,116405
job_2438,97000,77338
job_2439,147100,117282
job_2440,90700,72315
job_2441,257000,204906
job_2442,197000,157068
job_2443,140000,111622
job_2444,120000,95676
job_2445,85000,67770
job_2446,79000,62986
job_2447,93919,74881
job_2448,51962,41429
job_2449,155000,123581
job_2450,84800,67611
job_2451,250500,199723
job_2452,166600,132830
job_2453,135344,132830
job_2454,98432,132830
job_2455,174500,139129
job_2456,113000,90095
job_2457,135000,107635
job_2458,90000,71757
job_2459,246080,71757
job_2460,184560,71757
job_2461,135000,107635
job_2462,90000,71757
job_2463,53120,42154
job_2464,33686,26732
job_2465,260000,207298
job_2466,225000,179392
job_2467,226600,180668
job_2468,140100,111701
job_2469,204600,163127
job_2470,126500,100858
job_2471,340000,271082
job_2472,212000,169027
job_2473,213600,170303
job_2474,142400,113535
job_2475,153600,122465
job_2476,106800,85151
job_2477,309000,246366
job_2478,142000,113216
job_2479,125000,99662
job_2480,85000,67770
job_2481,226600,180668
job_2482,140100,111701
job_2483,303050,241622
job_2484,202350,161333
job_2485,143000,114014
job_2486,95000,75743
job_2487,185000,147500
job_2488,79600,63465
job_2489,207900,165758
job_2490,158400,126292
job_2491,303050,241622
job_2492,202350,161333
job_2493,385000,306960
job_2494,200000,159460
job_2495,241300,192388
job_2496,211949,168987
job_2497,115000,91689
job_2498,90000,71757
job_2499,172200,137295
job_2500,131200,104605
job_2501,105000,83716
job_2502,70000,55811
job_2503,253000,201717
job_2504,123800,98705
job_2505,240000,191352
job_2506,142500,113615
job_2507,34924,29618
job_2508,330000,263109
job_2509,204000,162649
job_2510,180000,143514
job_2511,160000,127568
job_2512,193600,154357
job_2513,130838,104317
job_2514,225500,179791
job_2515,139400,111143
job_2516,143000,114014
job_2517,95000,75743
job_2518,328133,261620
job_2519,218755,174413
job_2520,250830,199987
job_2521,143370,114309
job_2522,260000,207298
job_2523,160000,127568
job_2524,203500,162250
job_2525,166500,132750
job_2526,180000,143514
job_2527,162000,129162
job_2528,145000,115608
job_2529,115000,91689
job_2530,180400,143833
job_2531,138800,110665
job_2532,148350,118279
job_2533,87400,69684
job_2534,87500,69763
job_2535,62500,49831
job_2536,157550,125614
job_2537,104650,83437
job_2538,115500,92088
job_2539,73500,58601
job_2540,309000,246366
job_2541,142000,113216
job_2542,139500,111223
job_2543,118575,94539
job_2544,129150,102971
job_2545,98400,78454
job_2546,192500,153480
job_2547,140000,111622
job_2548,67672,111622
job_2549,67672,111622
job_2550,98010,78143
job_2551,66825,53279
job_2552,145000,115608
job_2553,130000,103649
job_2554,95000,75743
job_2555,80000,63784
job_2556,204500,163048
job_2557,142200,113376
job_2558,120000,95676
job_2559,100000,79730
job_2560,190000,151487
job_2561,170000,135541
job_2562,155000,123581
job_2563,130000,103649
job_2564,115500,92088
job_2565,73500,58601
job_2566,204500,163048
job_2567,142200,113376
job_2568,170000,135541
job_2569,120000,95676
job_2570,229000,182581
job_2571,131000,104446
job_2572,104584,104446
job_2573,92280,104446
job_2574,192000,153081
job_2575,164000,130757
job_2576,181500,144710
job_2577,112200,89457
job_2578,223800,178435
job_2579,172100,137215
job_2580,258800,206341
job_2581,199200,158822
job_2582,185000,147500
job_2583,148000,118000
job_2584,193600,154357
job_2585,119700,95436
job_2586,175750,140125
job_2587,136742,109024
job_2588,257400,205225
job_2589,193500,154277
job_2590,228856,182467
job_2591,144540,115241
job_2592,170000,135541
job_2593,140000,111622
job_2594,155000,123581
job_2595,125000,99662
job_2596,170000,135541
job_2597,140000,111622
job_2598,150600,120073
job_2599,120500,96074
job_2600,176000,140324
job_2601,152000,121189
job_2602,200000,159460
job_2603,115500,92088
job_2604,73500,58601
job_2605,135344,58601
job_2606,98432,58601
job_2607,225000,179392
job_2608,172758,137740
job_2609,86128,137740
job_2610,67672,137740
job_2611,110000,87703
job_2612,85000,67770
job_2613,51676,67770
job_2614,43064,67770
job_2615,245000,195338
job_2616,194992,155467
job_2617,140000,111622
job_2618,100000,79730
job_2619,213800,170462
job_2620,180300,143753
job_2621,145000,115608
job_2622,90000,71757
job_2623,375500,299386
job_2624,250300,199564
job_2625,250500,199723
job_2626,166600,132830
job_2627,262269,209107
job_2628,230797,184014
job_2629,147100,117282
job_2630,90700,72315
job_2631,185000,147500
job_2632,145000,115608
job_2633,123040,115608
job_2634,92280,115608
job_2635,98432,115608
job_2636,62442,115608
job_2637,115000,91689
job_2638,90000,71757
job_2639,195000,155473
job_2640,73500,58601
job_2641,155000,123581
job_2642,84800,67611
job_2643,185000,147500
job_2644,145000,115608
job_2645,158900,126691
job_2646,132400,105562
job_2647,140000,111622
job_2648,130000,103649
job_2649,100000,79730
job_2650,163800,130597
job_2651,126000,100459
job_2652,225000,179392
job_2653,111967,89271
job_2654,205600,163925
job_2655,105700,84274
job_2656,115500,92088
job_2657,73500,58601
job_2658,104000,82919
job_2659,88000,70162
job_2660,216027,172238
job_2661,101028,80549
job_2662,48585,38556
job_2663,38868,30845
job_2664,309400,246684
job_2665,159100,126850
job_2666,142000,113216
job_2667,128000,102054
job_2668,174350,139009
job_2669,126800,101097
job_2670,226600,180668
job_2671,140100,111701
job_2672,180000,143514
job_2673,162000,129162
job_2674,262000,208892
job_2675,186000,148297
job_2676,185000,147500
job_2677,79600,63465
job_2678,129000,102851
job_2679,95000,75743
job_2680,175000,139527
job_2681,120000,95676
job_2682,92280,95676
job_2683,67672,95676
job_2684,29691,23562
job_2685,130000,103649
job_2686,105000,83716
job_2687,232200,185133
job_2688,119000,94878
job_2689,268000,213676
job_2690,137500,109628
job_2691,153300,122226
job_2692,104244,83113
job_2693,216000,172217
job_2694,184000,146703
job_2695,190000,151487
job_2696,145000,115608
job_2697,155000,123581
job_2698,135000,107635
job_2699,226000,180190
job_2700,160000,127568
job_2701,80000,63784
job_2702,70000,55811
job_2703,198800,158503
job_2704,122600,97749
job_2705,230000,183379
job_2706,196000,156270
job_2707,181500,144710
job_2708,127000,101257
job_2709,210000,167433
job_2710,120000,95676
job_2711,385000,306960
job_2712,245000,195338
job_2713,225000,179392
job_2714,175000,139527
job_2715,110019,87526
job_2716,86682,68959
job_2717,131650,104964
job_2718,105320,83971
job_2719,210000,167433
job_2720,151800,121030
job_2721,147500,117601
job_2722,112500,89696
job_2723,240000,191352
job_2724,163200,130119
job_2725,134200,106997
job_2726,103200,82281
job_2727,65000,51824
job_2728,55000,43851
job_2729,234000,186568
job_2730,176000,140324
job_2731,165400,131873
job_2732,127300,101496
job_2733,180400,143833
job_2734,138800,110665
job_2735,107968,85680
job_2736,32811,26038
job_2737,185900,148218
job_2738,129300,103091
job_2739,115500,92088
job_2740,73500,58601
job_2741,145000,115608
job_2742,135000,107635
job_2743,126900,101177
job_2744,77900,62109
job_2745,85000,67770
job_2746,75000,59797
job_2747,110736,59797
job_2748,92280,59797
job_2749,330000,263109
job_2750,204000,162649
job_2751,169000,134743
job_2752,110600,88181
job_2753,115500,92088
job_2754,73500,58601
job_2755,168000,133946
job_2756,130000,103649
job_2757,225500,179791
job_2758,139400,111143
job_2759,150000,119595
job_2760,140000,111622
job_2761,226000,180190
job_2762,162000,129162
job_2763,200000,159460
job_2764,150000,119595
job_2765,195000,155473
job_2766,160000,127568
job_2767,154000,122784
job_2768,82000,65378
job_2769,160000,127568
job_2770,145000,115608
job_2771,239400,190873
job_2772,136800,109070
job_2773,329500,262710
job_2774,269600,214952
job_2775,120000,95676
job_2776,100000,79730
job_2777,204500,163048
job_2778,142200,113376
job_2779,230000,183379
job_2780,180000,143514
job_2781,164000,130757
job_2782,130000,103649
job_2783,169000,134743
job_2784,91000,72554
job_2785,323300,257767
job_2786,184700,147261
job_2787,145000,115608
job_2788,130000,103649
job_2789,170000,135541
job_2790,120000,95676
job_2791,210000,167433
job_2792,136000,108432
job_2793,171250,136537
job_2794,113750,90692
job_2795,136000,108432
job_2796,104000,82919
job_2797,195000,155473
job_2798,142000,113216
job_2799,185900,148218
job_2800,129300,103091
job_2801,194100,154756
job_2802,152300,121428
job_2803,190000,151487
job_2804,120000,95676
job_2805,240000,191352
job_2806,157250,125375
job_2807,212000,169027
job_2808,170000,135541
job_2809,194400,154995
job_2810,132192,105396
job_2811,204500,163048
job_2812,142200,113376
job_2813,174000,138730
job_2814,134000,106838
job_2815,38868,30845
job_2816,152000,121189
job_2817,144700,115369
job_2818,85500,68169
job_2819,115500,92088
job_2820,73500,58601
job_2821,53120,42154
job_2822,38868,30845
job_2823,200000,159460
job_2824,160000,127568
job_2825,67500,53817
job_2826,46500,37074
job_2827,265800,211922
job_2828,177200,141281
job_2829,222000,177000
job_2830,115920,92423
job_2831,250000,199325
job_2832,190000,151487
job_2833,64781,51408
job_2834,284310,226680
job_2835,153090,122058
job_2836,324000,258325
job_2837,159000,126770
job_2838,204500,163048
job_2839,142200,113376
job_2840,309000,246366
job_2841,142000,113216
job_2842,247300,197172
job_2843,139700,111382
job_2844,95000,75743
job_2845,80000,63784
job_2846,130500,104047
job_2847,111000,88500
job_2848,213210,169992
job_2849,102434,81670
job_2850,200000,159460
job_2851,140000,111622
job_2852,226600,180668
job_2853,140100,111701
job_2854,225000,179392
job_2855,156400,124697
job_2856,250000,199325
job_2857,176000,140324
job_2858,80000,63784
job_2859,233400,186090
job_2860,145300,115847
job_2861,248000,197730
job_2862,149000,118797
job_2863,156450,124737
job_2864,119200,95038
job_2865,115500,92088
job_2866,73500,58601
job_2867,185000,147500
job_2868,120250,95875
job_2869,216000,172217
job_2870,184000,146703
job_2871,300000,239190
job_2872,200000,159460
job_2873,230000,183379
job_2874,196000,156270
job_2875,192000,153081
job_2876,164000,130757
job_2877,225000,179392
job_2878,152700,121747
job_2879,192000,153081
job_2880,164000,130757
job_2881,115500,92088
job_2882,73500,58601
job_2883,64781,51408
job_2884,160000,127568
job_2885,140000,111622
job_2886,139152,110946
job_2887,82452,65739
job_2888,204500,163048
job_2889,142200,113376
job_2890,85000,67770
job_2891,65000,51824
job_2892,139000,110824
job_2893,85700,68328
job_2894,248100,197810
job_2895,145900,116326
job_2896,200000,159460
job_2897,145000,115608
job_2898,230000,183379
job_2899,184000,146703
job_2900,269500,214872
job_2901,166600,132830
job_2902,295500,235602
job_2903,165200,131714
job_2904,226600,180668
job_2905,140100,111701
job_2906,235000,187365
job_2907,135000,107635
job_2908,110000,87703
job_2909,75000,59797
job_2910,180000,143514
job_2911,144000,114811
job_2912,49216,114811
job_2913,43064,114811
job_2914,65000,51824
job_2915,55000,43851
job_2916,160667,128099
job_2917,130000,103649
job_2918,27568,22467
job_2919,169000,134743
job_2920,110600,88181
job_2921,225500,179791
job_2922,139400,111143
job_2923,304200,242538
job_2924,173800,138570
job_2925,191765,152894
job_2926,134326,107098
job_2927,173000,137933
job_2928,160000,127568
job_2929,258384,206009
job_2930,153100,122066
job_2931,135000,107635
job_2932,70000,55811
job_2933,168000,133946
job_2934,130000,103649
job_2935,146200,116565
job_2936,116960,93252
job_2937,226700,180748
job_2938,133300,106280
job_2939,370000,295001
job_2940,245000,195338
job_2941,208450,166197
job_2942,151600,120870
job_2943,111600,88978
job_2944,72000,57405
job_2945,359170,286366
job_2946,295490,235594
job_2947,90000,71757
job_2948,90000,71757
job_2949,84000,66973
job_2950,110000,87703
job_2951,90000,71757
job_2952,110000,87703
job_2953,70000,55811
job_2954,48585,38556
job_2955,38868,30845
job_2956,90000,71757
job_2957,75000,59797
job_2958,253000,201717
job_2959,162000,129162
job_2960,115000,91689
job_2961,85000,67770
job_2962,164000,130757
job_2963,130000,103649
job_2964,359170,286366
job_2965,295490,235594
job_2966,145900,116326
job_2967,128100,102134
job_2968,127000,101257
job_2969,95000,75743
job_2970,94600,75424
job_2971,86000,68567
job_2972,72000,57405
job_2973,60000,47838
job_2974,136000,108432
job_2975,104000,82919
job_2976,323300,257767
job_2977,184700,147261
job_2978,150000,119595
job_2979,101570,80981
job_2980,247500,197331
job_2981,172200,137295
job_2982,198800,158503
job_2983,122600,97749
job_2984,173650,138451
job_2985,113900,90812
job_2986,185000,147500
job_2987,126000,100459
job_2988,139500,111223
job_2989,110000,87703
job_2990,160000,127568
job_2991,130000,103649
job_2992,280000,223244
job_2993,200000,159460
job_2994,123040,159460
job_2995,73824,159460
job_2996,248100,197810
job_2997,145900,116326
job_2998,220000,175406
job_2999,175000,139527
job_3000,175000,139527
job_3001,150000,119595
job_3002,145000,115608
job_3003,130000,103649
job_3004,115500,92088
job_3005,73500,58601
job_3006,150000,119595
job_3007,135000,107635
job_3008,150000,119595
job_3009,85000,67770
job_3010,210000,167433
job_3011,170000,135541
job_3012,160000,127568
job_3013,108000,86108
job_3014,115000,91689
job_3015,110000,87703
job_3016,220000,175406
job_3017,185000,147500
job_3018,182500,145507
job_3019,135000,107635
job_3020,208500,166237
job_3021,165000,131554
job_3022,35000,27905
job_3023,146000,116405
job_3024,94000,74946
job_3025,225000,179392
job_3026,156400,124697
job_3027,300000,239190
job_3028,91000,72554
job_3029,86000,68567
job_3030,205500,163845
job_3031,132500,105642
job_3032,115500,92088
job_3033,73500,58601
job_3034,180000,143514
job_3035,204500,163048
job_3036,142200,113376
job_3037,97750,77936
job_3038,75000,59797
job_3039,252990,201709
job_3040,162170,129298
job_3041,216000,172217
job_3042,184000,146703
job_3043,170000,135541
job_3044,120000,95676
job_3045,133200,106200
job_3046,84000,66973
job_3047,75000,59797
job_3048,67500,53817
job_3049,86128,53817
job_3050,61520,53817
job_3051,300000,239190
job_3052,160000,127568
job_3053,142000,113216
job_3054,128000,102054
job_3055,160000,127568
job_3056,140000,111622
job_3057,265000,211284
job_3058,153000,121987
job_3059,143000,114014
job_3060,126277,100680
job_3061,230000,183379
job_3062,153000,121987
job_3063,224500,178994
job_3064,126900,101177
job_3065,115500,92088
job_3066,73500,58601
job_3067,145000,115608
job_3068,115000,91689
job_3069,227700,181545
job_3070,154836,123450
job_3071,140000,111622
job_3072,126000,100459
job_3073,165000,131554
job_3074,127000,101257
job_3075,209000,166635
job_3076,112500,89696
job_3077,140000,111622
job_3078,110000,87703
job_3079,185900,148218
job_3080,129300,103091
job_3081,370000,295001
job_3082,300000,239190
job_3083,136000,108432
job_3084,104000,82919
job_3085,214000,170622
job_3086,154000,122784
job_3087,205000,163446
job_3088,157500,125574
job_3089,255000,203311
job_3090,178000,141919
job_3091,155000,123581
job_3092,109283,87131
job_3093,189000,150689
job_3094,137000,109230
job_3095,120000,95676
job_3096,110000,87703
job_3097,204500,163048
job_3098,142200,113376
job_3099,100000,79730
job_3100,75000,59797
job_3101,181500,144710
job_3102,112200,89457
job_3103,49216,89457
job_3104,43064,89457
job_3105,170500,135939
job_3106,118575,94539
job_3107,130000,103649
job_3108,100000,79730
job_3109,97712,79682
job_3110,24940,19792
job_3111,172200,137295
job_3112,131200,104605
job_3113,154500,123183
job_3114,131325,104705
job_3115,110400,88022
job_3116,68000,54216
job_3117,115500,92088
job_3118,73500,58601
job_3119,140000,111622
job_3120,100000,79730
job_3121,192000,153081
job_3122,138240,110218
job_3123,225000,179392
job_3124,190000,151487
job_3125,207500,165439
job_3126,172900,137853
job_3127,135000,107635
job_3128,70000,55811
job_3129,254000,202514
job_3130,185000,147500
job_3131,162000,129162
job_3132,111000,88500
job_3133,225000,179392
job_3134,156400,124697
job_3135,147100,117282
job_3136,90700,72315
job_3137,90000,71757
job_3138,70000,55811
job_3139,168400,134265
job_3140,105200,83876
job_3141,237000,188960
job_3142,170112,135630
job_3143,25912,20563
job_3144,134960,107100
job_3145,155000,123581
job_3146,130000,103649
job_3147,105000,83716
job_3148,70000,55811
job_3149,140000,111622
job_3150,120000,95676
job_3151,115000,91689
job_3152,85000,67770
job_3153,260000,207298
job_3154,234000,186568
job_3155,204500,163048
job_3156,142200,113376
job_3157,330000,263109
job_3158,204000,162649
job_3159,180000,143514
job_3160,165000,131554
job_3161,185900,148218
job_3162,167310,133396
job_3163,94600,75424
job_3164,86000,68567
job_3165,297300,237037
job_3166,198200,158025
job_3167,167000,133149
job_3168,150000,119595
job_3169,121000,96473
job_3170,101570,80981
job_3171,175000,139527
job_3172,125000,99662
job_3173,325000,259122
job_3174,171000,136338
job_3175,180000,143514
job_3176,137000,109230
job_3177,265000,211284
job_3178,172000,137135
job_3179,155810,124227
job_3180,106720,85087
job_3181,160800,128206
job_3182,132200,105403
job_3183,133000,106041
job_3184,113000,90095
job_3185,105000,83716
job_3186,75000,59797
job_3187,208400,166157
job_3188,139000,110824
job_3189,157550,125614
job_3190,104650,83437
job_3191,240500,191750
job_3192,123700,98626
job_3193,205600,163925
job_3194,105700,84274
job_3195,78000,62189
job_3196,121000,96473
job_3197,78000,62189
job_3198,85600,68248
job_3199,48915,38999
job_3200,78000,62189
job_3201,68000,54216
job_3202,53444,42411
job_3203,45150,35829
job_3204,275500,219656
job_3205,206000,164244
job_3206,202800,161692
job_3207,104300,83158
job_3208,56359,44725
job_3209,47799,37932
job_3210,154000,122784
job_3211,102000,81324
job_3212,140000,111622
job_3213,100000,79730
job_3214,91000,72554
job_3215,86000,68567
job_3216,228000,181784
job_3217,136000,108432
job_3218,180000,143514
job_3219,140000,111622
job_3220,175000,139527
job_3221,155000,123581
job_3222,16455,13419
job_3223,207611,165528
job_3224,127876,101955
job_3225,111000,88500
job_3226,104000,82919
job_3227,128000,102054
job_3228,81500,64980
job_3229,61520,64980
job_3230,43064,64980
job_3231,97750,77936
job_3232,75000,59797
job_3233,238000,189757
job_3234,176000,140324
job_3235,192000,153081
job_3236,92000,73351
job_3237,195000,155473
job_3238,125000,99662
job_3239,204500,163048
job_3240,142200,113376
job_3241,132600,105722
job_3242,81500,64980
job_3243,202400,161373
job_3244,147200,117362
job_3245,175000,139527
job_3246,135000,107635
job_3247,238000,189757
job_3248,176000,140324
job_3249,239000,190554
job_3250,136000,108432
job_3251,54000,43054
job_3252,36000,28702
job_3253,176000,140324
job_3254,118720,94655
job_3255,204500,163048
job_3256,138900,110745
job_3257,140000,111622
job_3258,95000,75743
job_3259,240000,191352
job_3260,157000,125176
job_3261,165000,131554
job_3262,136000,108432
job_3263,230000,183379
job_3264,196000,156270
job_3265,272300,217105
job_3266,222800,177638
job_3267,167500,133547
job_3268,106500,84912
job_3269,172750,137733
job_3270,82500,65777
job_3271,165600,132033
job_3272,65800,52462
job_3273,192000,153081
job_3274,164000,130757
job_3275,145000,115608
job_3276,130000,103649
job_3277,226600,180668
job_3278,140100,111701
job_3279,185900,148218
job_3280,129300,103091
job_3281,331640,264416
job_3282,267720,213453
job_3283,281000,224041
job_3284,181000,144311
job_3285,207611,165528
job_3286,127876,101955
job_3287,225000,179392
job_3288,168000,133946
job_3289,280600,223722
job_3290,158600,126451
job_3291,200000,159460
job_3292,140000,111622
job_3293,283780,226258
job_3294,218540,174242
job_3295,178500,142318
job_3296,100000,79730
job_3297,323300,257767
job_3298,184700,147261
job_3299,248100,197810
job_3300,145900,116326
job_3301,123040,116326
job_3302,104584,116326
job_3303,185000,147500
job_3304,137700,109788
job_3305,205500,163845
job_3306,132500,105642
job_3307,65100,51904
job_3308,44640,35591
job_3309,181500,144710
job_3310,112200,89457
job_3311,192000,153081
job_3312,164000,130757
job_3313,161000,128365
job_3314,123000,98068
job_3315,247300,197172
job_3316,139700,111382
job_3317,145000,115608
job_3318,106000,84513
job_3319,200000,159460
job_3320,160000,127568
job_3321,204600,163127
job_3322,126500,100858
job_3323,278700,222207
job_3324,159300,127010
job_3325,180000,143514
job_3326,140000,111622
job_3327,238000,189757
job_3328,176000,140324
job_3329,125000,99662
job_3330,65000,51824
job_3331,230000,183379
job_3332,175000,139527
job_3333,130000,103649
job_3334,100000,79730
job_3335,252990,201709
job_3336,162170,129298
job_3337,183000,145906
job_3338,122000,97270
job_3339,253000,201717
job_3340,172040,137167
job_3341,310270,247378
job_3342,239080,190618
job_3343,85000,67770
job_3344,70000,55811
job_3345,135000,107635
job_3346,125000,99662
job_3347,253000,201717
job_3348,172040,137167
job_3349,135000,107635
job_3350,108000,86108
job_3351,225500,179791
job_3352,139400,111143
job_3353,129562,102816
job_3354,50000,39865
job_3355,227850,181665
job_3356,180500,143912
job_3357,90000,71757
job_3358,70000,55811
job_3359,199000,158662
job_3360,159000,126770
job_3361,350000,279055
job_3362,80000,63784
job_3363,240000,191352
job_3364,160000,127568
job_3365,145000,115608
job_3366,115000,91689
job_3367,107500,85709
job_3368,96750,77138
job_3369,174000,138730
job_3370,104000,82919
job_3371,275300,219496
job_3372,183500,146304
job_3373,250000,199325
job_3374,225000,179392
job_3375,174350,139009
job_3376,126800,101097
job_3377,284050,226473
job_3378,193800,154516
job_3379,300000,239190
job_3380,200000,159460
job_3381,232989,185762
job_3382,140000,111622
job_3383,85000,67770
job_3384,204500,163048
job_3385,142200,113376
job_3386,147100,117282
job_3387,90700,72315
job_3388,140000,111622
job_3389,95000,75743
job_3390,204500,163048
job_3391,138900,110745
job_3392,168400,134265
job_3393,105200,83876
job_3394,205500,163845
job_3395,132500,105642
job_3396,147100,117282
job_3397,90700,72315
job_3398,247500,197331
job_3399,172200,137295
job_3400,192000,153081
job_3401,138240,110218
job_3402,168400,134265
job_3403,105200,83876
job_3404,150550,120033
job_3405,116710,93052
job_3406,180000,143514
job_3407,162000,129162
job_3408,226600,180668
job_3409,140100,111701
job_3410,147100,117282
job_3411,90700,72315
job_3412,175000,139527
job_3413,120000,95676
job_3414,147100,117282
job_3415,90700,72315
job_3416,168400,134265
job_3417,105200,83876
job_3418,125000,99662
job_3419,100000,79730
job_3420,198800,158503
job_3421,105200,83876
job_3422,115500,92088
job_3423,73500,58601
job_3424,150600,120073
job_3425,120500,96074
job_3426,183000,145906
job_3427,140000,111622
job_3428,167500,133547
job_3429,106500,84912
job_3430,175000,139527
job_3431,125000,99662
job_3432,239000,190554
job_3433,149000,118797
job_3434,128000,102054
job_3435,81500,64980
job_3436,185000,147500
job_3437,122000,97270
job_3438,202800,161692
job_3439,104300,83158
job_3440,181500,144710
job_3441,127000,101257
job_3442,186000,148297
job_3443,138000,110027
job_3444,185000,147500
job_3445,122000,97270
job_3446,196000,156270
job_3447,142600,113695
job_3448,205000,163446
job_3449,150000,119595
job_3450,140000,111622
job_3451,112000,89297
job_3452,139000,110824
job_3453,85700,68328
job_3454,36000,28702
job_3455,130000,103649
job_3456,91270,72769
job_3457,226600,180668
job_3458,140100,111701
job_3459,225000,179392
job_3460,156400,124697
job_3461,222200,177160
job_3462,136000,108432
job_3463,180000,143514
job_3464,165000,131554
job_3465,247000,196933
job_3466,118440,94432
job_3467,145000,115608
job_3468,130000,103649
job_3469,204500,163048
job_3470,138900,110745
job_3471,297300,237037
job_3472,198200,158025
job_3473,172200,137295
job_3474,131200,104605
job_3475,110736,104605
job_3476,86128,104605
job_3477,204500,163048
job_3478,138900,110745
job_3479,87500,69763
job_3480,62500,49831
job_3481,244000,194541
job_3482,157000,125176
job_3483,157550,125614
job_3484,104650,83437
job_3485,136000,108432
job_3486,90600,72235
job_3487,49216,72235
job_3488,43064,72235
job_3489,160000,127568
job_3490,91773,72828
job_3491,120350,95955
job_3492,74400,59319
job_3493,281000,224041
job_3494,181000,144311
job_3495,280600,223722
job_3496,158600,126451
job_3497,315300,251389
job_3498,210200,167592
job_3499,177000,141122
job_3500,110000,87703
job_3501,185000,147500
job_3502,79600,63465
job_3503,65000,51824
job_3504,55000,43851
job_3505,250000,199325
job_3506,160000,127568
job_3507,183200,146065
